"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"processnotification-request","processnotification-request.engagementTransaction.engagement.clinicalProcessInterestId","processnotification-request.engagementTransaction.engagement.clinicalProcessInterestId","","","",1,1,"","","","Identifier {[]} {[]}
","Kliniskt processintresse-ID","Identifierare för kliniskt processintresse.
OBS: I ProcessNotification Request anges typen som HSA-id i TKB, till skillnad från
string i Update Request. Modelleras som Identifier med HSA OID.
System: urn:oid:1.2.752.129.2.1.4.1 (HSA-id OID).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.clinicalProcessInterestId",1,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.mostRecentContent","processnotification-request.engagementTransaction.engagement.mostRecentContent","","","",0,1,"","","","dateTime {[]} {[]}
","Senast relevant innehållstidpunkt","Tidpunkt för senast relevant innehåll. Format: YYYYMMDDhhmmss (svensk tidszon CET/CEST).
Regler för användning bestäms av den tillämpande tjänstedomänens TKB.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.mostRecentContent",0,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.sourceSystem","processnotification-request.engagementTransaction.engagement.sourceSystem","","","",1,1,"","","","Identifier {[]} {[]}
","Källsystem (HSA-id)","HSA-id för källsystemet som innehåller den information som EI-posten pekar ut.
System: urn:oid:1.2.752.129.2.1.4.1 (HSA-id OID).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.sourceSystem",1,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.creationTime","processnotification-request.engagementTransaction.engagement.creationTime","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt för skapande av indexpost","Tidpunkt då indexposten ursprungligen skapades i det sändande indexet.
Format: YYYYMMDDhhmmss (svensk tidszon CET/CEST).
OBS: Detta fält ingår INTE i Update-begäran (sätts av EI), men är obligatoriskt
i ProcessNotification-begäran och ska vidarebefordras från det sändande indexet.
Producenten (mottagande index) ska använda värdet från begäran, inte generera ett eget.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.creationTime",1,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.updateTime","processnotification-request.engagementTransaction.engagement.updateTime","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt för senaste uppdatering","Tidpunkt då indexposten senast uppdaterades i det sändande indexet.
Format: YYYYMMDDhhmmss (svensk tidszon CET/CEST).
OBS: Detta fält ingår INTE i Update-begäran (sätts av EI), men är obligatoriskt
i ProcessNotification-begäran och ska vidarebefordras från det sändande indexet.
Producenten (mottagande index) ska använda värdet från begäran, inte generera ett eget.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.updateTime",1,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.dataController","processnotification-request.engagementTransaction.engagement.dataController","","","",1,1,"","","","string {[]} {[]}
","Personuppgiftsansvarig organisation","Identitet för den personuppgiftsansvariga organisation (PUA) som ansvarar för postens innehåll.
I första hand organisationsnummer eller HSA-id för PUA.
OBS: Kan innehålla organisationsnummer, HSA-id eller källsystemsintern identitet —
ingen entydig FHIR Identifier-typ. Modelleras som string; se öppen fråga.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.dataController",1,1,"",""
"processnotification-request","processnotification-request.engagementTransaction.engagement.owner","processnotification-request.engagementTransaction.engagement.owner","","","",1,1,"","","","Identifier {[]} {[]}
","Ägande index (HSA-id)","HSA-id för den organisation vars index tog emot ursprunglig uppdateringsbegäran.
OBS: Detta fält ingår INTE i Update-begäran (sätts av EI), men är obligatoriskt
i ProcessNotification-begäran och ska vidarebefordras från det sändande indexet.
Producenten (mottagande index) ska använda värdet från begäran, inte generera ett eget.
pR4: Om owner är samma som den egna instansen ska ingen uppdatering ske (undvika rundgång).
System: urn:oid:1.2.752.129.2.1.4.1 (HSA-id OID).
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification-request.engagementTransaction.engagement.owner",1,1,"",""
"processnotification","processnotification","processnotification","","","",0,*,"","","","null {[]} {[]}
","ProcessNotification","Logisk modell för tjänstekontraktet ProcessNotification
(RIV-TA urn:riv:itintegration:engagementindex:ProcessNotification:1).
Representerar responsens informationsstruktur — ett statusbesked
på att notifieringen mottagits och behandlats.

OBS: ProcessNotification har en ovanlig dubbel roll i arkitekturen:
- Engagemangsindex agerar PRODUCENT för att TA EMOT notifieringar från andra index.
- Engagemangsindex agerar KONSUMENT för att SKICKA notifieringar till andra index.
Fr.o.m. version 1.0.9 agerar nationellt engagemangsindex ENBART som producent
(tar emot notifieringar från lokala index). Nationellt EI skickar inte längre
ProcessNotification till lokala index eller verksamhetssystem.
Undantag: Formulärtjänsten och Tidbokning/Kallelser har tidsbegränsat undantag.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"processnotification","processnotification.resultCode","processnotification.resultCode","","","",1,1,"","","","code {[]} {[]}
","Resultatkod","Statuskod som anger utfallet av notifieringsoperationen.
Tillåtna värden:
  OK    — Transaktionen har utförts enligt uppdraget.
  INFO  — Transaktionen har utförts men det finns ett informationsmeddelande.
  ERROR — Transaktionen har INTE kunnat utföras p.g.a. logiskt fel.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"processnotification.resultCode",1,1,"",""
"processnotification","processnotification.comment","processnotification.comment","","","",0,1,"","","","string {[]} {[]}
","Kommentar","Fritext-meddelande med ytterligare information om resultatet.
Används framförallt vid INFO och ERROR för att ge konsumenten
mer detaljerad information om vad som hänt.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"processnotification.comment",0,1,"",""
"update-request","update-request","update-request","","","",0,*,"","","","null {[]} {[]}
","Update — Request","Logisk modell för requestparametrar i tjänstekontraktet Update
(RIV-TA urn:riv:itintegration:engagementindex:Update:1).
Kontraktet används av källsystem för att skapa, uppdatera och radera
indexposter i ett engagemangsindex. Flera engagemangstransaktioner
kan paketeras i ett och samma anrop (max 1000 poster i nationell instans).

Alla fält i EngagementType-typen ingår i modellen, inklusive fält som
sätts av engagemangsindex och INTE ska populeras av konsumenten
(creationTime, updateTime, owner). Se respektive fältbeskrivning.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"update-request","update-request.engagementTransaction","update-request.engagementTransaction","","","",1,*,"","","","Base {[]} {[]}
","Engagemangstransaktion","En eller flera engagemangstransaktioner. Varje transaktion avser en indexpost.
Alla poster i en begäran måste vara sinsemellan unika avseende postens unikhetsnyckel.
Om duplikat hittas returneras ResultCode ERROR.
Kardinalitet: Obligatorisk, lista (minst en transaktion krävs).","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction",1,*,"",""
"update-request","update-request.engagementTransaction.deleteFlag","update-request.engagementTransaction.deleteFlag","","","",1,1,"","","","boolean {[]} {[]}
","Raderingsflagga","Anger om posten ska skapas/uppdateras (false) eller tas bort (true).
true: Posten med samma unikhetsnyckel raderas.
false: Posten skapas om den inte finns, eller uppdateras om den redan finns.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.deleteFlag",1,1,"",""
"update-request","update-request.engagementTransaction.engagement","update-request.engagementTransaction.engagement","","","",1,1,"","","","Base {[]} {[]}
","Engagemangspost","Engagemangspostens datavärden. Unikhet bestäms av en kombination av
registeredResidentIdentification, serviceDomain, categorization,
logicalAddress och businessObjectInstanceIdentifier.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.registeredResidentIdentification","update-request.engagementTransaction.engagement.registeredResidentIdentification","","","",1,1,"","","","string {[]} {[]}
","Personidentitet","Person- eller samordningsnummer (12 tecken) eller nationellt reservnummer (12 tecken).
Format: CCYYMMDDNNNN eller [0-9]{8}[0-9A-Zptf]{4}.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.registeredResidentIdentification",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.serviceDomain","update-request.engagementTransaction.engagement.serviceDomain","","","",1,1,"","","","uri {[]} {[]}
","Tjänstedomänens namnrymd (URN)","Namnrymd för tjänstedomän i URN-format.
Exempel: urn:riv:clinicalprocess:activity:request
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.serviceDomain",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.categorization","update-request.engagementTransaction.engagement.categorization","","","",1,1,"","","","string {[]} {[]}
","Kategorisering","Kategorisering enligt den tillämpande tjänstedomänens dokumentation.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.categorization",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.logicalAddress","update-request.engagementTransaction.engagement.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","Logisk adress","Logisk adress för den tjänsteproducent som har information för posten.
Exakt betydelse definieras av den tillämpande tjänstedomänens dokumentation.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.logicalAddress",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.businessObjectInstanceIdentifier","update-request.engagementTransaction.engagement.businessObjectInstanceIdentifier","","","",1,1,"","","","string {[]} {[]}
","Affärsobjektets instansidentifierare","Identifierare för det specifika affärsobjekt som posten avser.
Exakt betydelse definieras av den tillämpande tjänstedomänens dokumentation.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.businessObjectInstanceIdentifier",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.clinicalProcessInterestId","update-request.engagementTransaction.engagement.clinicalProcessInterestId","","","",1,1,"","","","string {[]} {[]}
","Kliniskt processintresse-ID","Identifierare för kliniskt processintresse.
Exakt betydelse definieras av den tillämpande tjänstedomänens dokumentation.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.clinicalProcessInterestId",1,1,"",""
"update-request","update-request.engagementTransaction.engagement.mostRecentContent","update-request.engagementTransaction.engagement.mostRecentContent","","","",0,1,"","","","dateTime {[]} {[]}
","Senast relevant innehållstidpunkt","Tidpunkt för senast relevant innehåll. Format: YYYYMMDDhhmmss (svensk tidszon CET/CEST).
Regler för användning bestäms av den tillämpande tjänstedomänens TKB.
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"update-request.engagementTransaction.engagement.mostRecentContent",0,1,"",""
