"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtabarn-request","hamtabarn-request","hamtabarn-request","","","",0,*,"","","","null {[]} {[]}
","HamtaBarn — Request","Logisk modell för begäran i HamtaBarn
(urn:riv:se.apotekensservice:pris:HamtaBarnResponder:1, HamtaBarnRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"kontrolleraforman","kontrolleraforman.formansLista.modifierExtension","kontrolleraforman.formansLista.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"kontrolleraforman","kontrolleraforman.formansLista.formanskod","kontrolleraforman.formansLista.formanskod","","","",1,1,"","","","string {[]} {[]}
","formanskod","Förmånskod R, U, L, eller F","","","","","","","","","",,,,,"",,,,"kontrolleraforman.formansLista.formanskod",1,1,"",""
"kontrolleraforman","kontrolleraforman.formansLista.formansInfoId","kontrolleraforman.formansLista.formansInfoId","","","",1,1,"","","","string {[]} {[]}
","formansInfoId","Id som representerar det id som var satt i motsvarande ArtikelIdentiteterTo. Det vill säga antingen GTIN, Förpackningsid eller Varunr beroende på vad som frågats efter. Heter id i schemat.","","","","","","","","","",,,,,"",,,,"kontrolleraforman.formansLista.formansInfoId",1,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request","kopplabarnkonto-request","","","",0,*,"","","","null {[]} {[]}
","KopplaBarnKonto — Request","Logisk modell för begäran i KopplaBarnKonto
(urn:riv:se.apotekensservice:pris:KopplaBarnKontoResponder:4, KopplaBarnKontoRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.logicalAddress","kopplabarnkonto-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.logicalAddress",1,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader","kopplabarnkonto-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.id","kopplabarnkonto-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.extension","kopplabarnkonto-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.modifierExtension","kopplabarnkonto-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.forskrivarkod","kopplabarnkonto-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.forskrivarkod",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.legitimationskod","kopplabarnkonto-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.legitimationskod",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.fornamn","kopplabarnkonto-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.fornamn",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.efternamn","kopplabarnkonto-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.efternamn",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.yrkesgrupp","kopplabarnkonto-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.yrkesgrupp",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.befattningskod","kopplabarnkonto-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.befattningskod",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.arbetsplatskod","kopplabarnkonto-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.arbetsplatskod",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.arbetsplatsnamn","kopplabarnkonto-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.arbetsplatsnamn",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.postort","kopplabarnkonto-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.postort",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.postadress","kopplabarnkonto-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.postadress",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.postnummer","kopplabarnkonto-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.postnummer",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.telefonnummer","kopplabarnkonto-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.telefonnummer",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.requestId","kopplabarnkonto-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.requestId",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.rollnamn","kopplabarnkonto-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.rollnamn",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.hsaID","kopplabarnkonto-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.hsaID",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.katalog","kopplabarnkonto-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.katalog",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.organisationsnummer","kopplabarnkonto-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.organisationsnummer",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.systemnamn","kopplabarnkonto-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.systemnamn",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.systemversion","kopplabarnkonto-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.systemversion",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.argosHeader.systemIp","kopplabarnkonto-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.argosHeader.systemIp",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.huvudPersNr","kopplabarnkonto-request.huvudPersNr","","","",0,1,"","","","string {[]} {[]}
","huvudPersNr","Personnummer för huvudperson (Förmånsmottagare). Anges ej om barnkontot ska kopplas bort från samlingskontot.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.huvudPersNr",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation","kopplabarnkonto-request.klientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","klientinformation","Objekt innehållande information om anropande klientsystem.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.klientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.id","kopplabarnkonto-request.klientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.extension","kopplabarnkonto-request.klientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.modifierExtension","kopplabarnkonto-request.klientinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.anvandare","kopplabarnkonto-request.klientinformation.anvandare","","","",1,1,"","","","string {[]} {[]}
","anvandare","Unikt användarid i anropande system.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.klientinformation.anvandare",1,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.session","kopplabarnkonto-request.klientinformation.session","","","",1,1,"","","","string {[]} {[]}
","session","Sessionens id i anropande system.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.klientinformation.session",1,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.klientinformation.system","kopplabarnkonto-request.klientinformation.system","","","",1,1,"","","","string {[]} {[]}
","system","GLN-kod för anropande system.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.klientinformation.system",1,1,"",""
"kopplabarnkonto-request","kopplabarnkonto-request.persNr","kopplabarnkonto-request.persNr","","","",1,1,"","","","string {[]} {[]}
","persNr","Personnummer för den vars konto ska uppdateras.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto-request.persNr",1,1,"",""
"kopplabarnkonto","kopplabarnkonto","kopplabarnkonto","","","",0,*,"","","","null {[]} {[]}
","KopplaBarnKonto — Response","Logisk modell för svaret i KopplaBarnKonto
(urn:riv:se.apotekensservice:pris:KopplaBarnKontoResponder:4, KopplaBarnKontoResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"kopplabarnkonto","kopplabarnkonto.kopplaBarnKontoStatus","kopplabarnkonto.kopplaBarnKontoStatus","","","",1,1,"","","","integer {[]} {[]}
","kopplaBarnKontoStatus","Status för koppling av barnkonto Möjliga värden är: 1 - Anslutning OK. 2 - Omkoppling OK. 3 - Frikoppling OK. Heter status i schemat.","","","","","","","","","",,,,,"",,,,"kopplabarnkonto.kopplaBarnKontoStatus",1,1,"",""
"prisfraga-request","prisfraga-request","prisfraga-request","","","",0,*,"","","","null {[]} {[]}
","Prisfraga — Request","Logisk modell för begäran i Prisfraga
(urn:riv:se.apotekensservice:pris:PrisfragaResponder:4, PrisfragaRequestType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"prisfraga-request","prisfraga-request.logicalAddress","prisfraga-request.logicalAddress","","","",1,1,"","","","string {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Orgnr of Apotekens Service AB","","","","","","","","","",,,,,"",,,,"prisfraga-request.logicalAddress",1,1,"",""
"prisfraga-request","prisfraga-request.argosHeader","prisfraga-request.argosHeader","","","",1,1,"","","","BackboneElement {[]} {[]}
","argosHeader","SOAP-huvud ArgosHeader. Argos header of Apotekens Service AB. Check documentation regarding mandatory fields for this specific service interaction","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"prisfraga-request","prisfraga-request.argosHeader.id","prisfraga-request.argosHeader.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.extension","prisfraga-request.argosHeader.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"prisfraga-request","prisfraga-request.argosHeader.modifierExtension","prisfraga-request.argosHeader.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"prisfraga-request","prisfraga-request.argosHeader.forskrivarkod","prisfraga-request.argosHeader.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.forskrivarkod",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.legitimationskod","prisfraga-request.argosHeader.legitimationskod","","","",0,1,"","","","string {[]} {[]}
","legitimationskod","legitimationskod","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.legitimationskod",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.fornamn","prisfraga-request.argosHeader.fornamn","","","",0,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.fornamn",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.efternamn","prisfraga-request.argosHeader.efternamn","","","",0,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.efternamn",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.yrkesgrupp","prisfraga-request.argosHeader.yrkesgrupp","","","",0,1,"","","","string {[]} {[]}
","yrkesgrupp","yrkesgrupp","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.yrkesgrupp",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.befattningskod","prisfraga-request.argosHeader.befattningskod","","","",0,1,"","","","string {[]} {[]}
","befattningskod","befattningskod","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.befattningskod",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.arbetsplatskod","prisfraga-request.argosHeader.arbetsplatskod","","","",0,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.arbetsplatskod",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.arbetsplatsnamn","prisfraga-request.argosHeader.arbetsplatsnamn","","","",0,1,"","","","string {[]} {[]}
","arbetsplatsnamn","arbetsplatsnamn","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.arbetsplatsnamn",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.postort","prisfraga-request.argosHeader.postort","","","",0,1,"","","","string {[]} {[]}
","postort","postort","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.postort",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.postadress","prisfraga-request.argosHeader.postadress","","","",0,1,"","","","string {[]} {[]}
","postadress","postadress","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.postadress",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.postnummer","prisfraga-request.argosHeader.postnummer","","","",0,1,"","","","string {[]} {[]}
","postnummer","postnummer","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.postnummer",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.telefonnummer","prisfraga-request.argosHeader.telefonnummer","","","",0,1,"","","","string {[]} {[]}
","telefonnummer","telefonnummer","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.telefonnummer",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.requestId","prisfraga-request.argosHeader.requestId","","","",0,1,"","","","string {[]} {[]}
","requestId","requestId","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.requestId",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.rollnamn","prisfraga-request.argosHeader.rollnamn","","","",0,1,"","","","string {[]} {[]}
","rollnamn","rollnamn","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.rollnamn",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.hsaID","prisfraga-request.argosHeader.hsaID","","","",0,1,"","","","string {[]} {[]}
","hsaID","hsaID","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.hsaID",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.katalog","prisfraga-request.argosHeader.katalog","","","",0,1,"","","","string {[]} {[]}
","katalog","katalog","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.katalog",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.organisationsnummer","prisfraga-request.argosHeader.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.organisationsnummer",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.systemnamn","prisfraga-request.argosHeader.systemnamn","","","",0,1,"","","","string {[]} {[]}
","systemnamn","systemnamn","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.systemnamn",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.systemversion","prisfraga-request.argosHeader.systemversion","","","",0,1,"","","","string {[]} {[]}
","systemversion","systemversion","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.systemversion",0,1,"",""
"prisfraga-request","prisfraga-request.argosHeader.systemIp","prisfraga-request.argosHeader.systemIp","","","",0,1,"","","","string {[]} {[]}
","systemIp","systemIp","","","","","","","","","",,,,,"",,,,"prisfraga-request.argosHeader.systemIp",0,1,"",""
"prisfraga-request","prisfraga-request.klientinformation","prisfraga-request.klientinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","klientinformation","Objekt innehållande information om anropande klientsystem.","","","","","","","","","",,,,,"",,,,"prisfraga-request.klientinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"prisfraga-request","prisfraga-request.klientinformation.id","prisfraga-request.klientinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"prisfraga-request","prisfraga-request.klientinformation.extension","prisfraga-request.klientinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
