"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigort","hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigort","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigort","betalningsansvarigort","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigort",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon","hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon","","","",0,1,"","","","string {[]} {[]}
","betalningsansvarigtelefon","betalningsansvarigtelefon","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Betalningsinformation.betalningsansvarigtelefon",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo","","","",0,1,"","","","BackboneElement {[]} {[]}
","Produktionsinfo","Produktionsinfo","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.id","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.extension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.modifierExtension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosaktor","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosaktor","","","",0,1,"","","","string {[]} {[]}
","dosaktor","dosaktor","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosaktor",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotek","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotek","","","",1,1,"","","","string {[]} {[]}
","dosapotek","dosapotek","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotek",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotekid","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotekid","","","",1,1,"","","","string {[]} {[]}
","dosapotekid","dosapotekid","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosapotekid",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidbestallning","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidbestallning","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidbestallning","stopptidbestallning","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidbestallning",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidordination","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidordination","","","",0,1,"","","","dateTime {[]} {[]}
","stopptidordination","stopptidordination","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.stopptidordination",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.forstadosdag","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.forstadosdag","","","",1,1,"","","","dateTime {[]} {[]}
","forstadosdag","forstadosdag","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.forstadosdag",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosvecka","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosvecka","","","",0,1,"","","","string {[]} {[]}
","dosvecka","dosvecka","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosvecka",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema","","","",1,1,"","","","BackboneElement {[]} {[]}
","doseringsschema","doseringsschema","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.id","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.extension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.modifierExtension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.periodlangd","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.periodlangd","","","",1,1,"","","","integer {[]} {[]}
","periodlangd","Antal dagar som dosering skall galla. Vid regelbunden dosering anges periodlangd = 1 Vid oregelbunden dosering anges antal dagar som intervallet omfattar. Exempelvis 2 om intag ska ske varannan dag.","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.periodlangd",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle","","","",1,*,"","","","BackboneElement {[]} {[]}
","intagstillfalle","Beskriver tid och mangd for intag av lakemedel.","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.id","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.extension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.modifierExtension","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle","","","",1,1,"","","","integer {[]} {[]}
","intagstillfalle","Klockslag nar patienten ska inta medicinering.","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagstillfalle",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd","","","",0,1,"","","","decimal {[]} {[]}
","intagsmangd","Intagsmangd per tillfalle","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.intagsmangd",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod","","","",1,1,"","","","integer {[]} {[]}
","dagIPeriod","Dag i perioden nar intag skall goras. Exempel: Intag ska ske varje mandag och onsdag och startdatum ar pa en mandag. Mandag Insattningsdatum = 2010-01-01, Periodlangd=7, Dag i period= 1. Onsdag Insattningsdatum = 2010-01-01, Periodlangd=7, Dag i period=3.","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.doseringsschema.intagstillfalle.dagIPeriod",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagareid","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagareid","","","",0,1,"","","","string {[]} {[]}
","dosmottagareid","dosmottagareid","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagareid",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagarenamn","hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagarenamn","","","",0,1,"","","","string {[]} {[]}
","dosmottagarenamn","dosmottagarenamn","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Produktionsinfo.dosmottagarenamn",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus","","","",0,*,"","","","BackboneElement {[]} {[]}
","Vardtagarstatus","Vardtagarstatus","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.id","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.extension","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.modifierExtension","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.statuskod","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.statuskod","","","",1,1,"","","","code {[]} {[]}
","statuskod","statuskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-vardtagarstatus-vs","",,,,"hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.statuskod",1,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.frantid","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.frantid","","","",0,1,"","","","dateTime {[]} {[]}
","frantid","frantid","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.frantid",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.tilltid","hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.tilltid","","","",0,1,"","","","dateTime {[]} {[]}
","tilltid","tilltid","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.Vardtagarstatus.tilltid",0,1,"",""
"hamtavardtagareinformation","hamtavardtagareinformation.Vardtagarinformation.vilandestatusorsak","hamtavardtagareinformation.Vardtagarinformation.vilandestatusorsak","","","",0,*,"","","","string {[]} {[]}
","vilandestatusorsak","vilandestatusorsak","","","","","","","","","",,,,,"",,,,"hamtavardtagareinformation.Vardtagarinformation.vilandestatusorsak",0,*,"",""
"skapavardtagare-request","skapavardtagare-request","skapavardtagare-request","","","",0,*,"","","","null {[]} {[]}
","SkapaVardtagare — Request","Logisk modell för begäran i SkapaVardtagare
(urn:riv:druglogistics:dosedispensing:SkapaVardtagareResponder:1, SkapaVardtagareType), inklusive SOAP-huvuden enligt WSDL.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapavardtagare-request","skapavardtagare-request.logicalAddress","skapavardtagare-request.logicalAddress","","","",1,1,"","","","BackboneElement {[]} {[]}
","logicalAddress","SOAP-huvud LogicalAddress. Typen har inga element utöver utökningspunkter.","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.logicalAddress",1,1,"",""
"skapavardtagare-request","skapavardtagare-request.glnkod","skapavardtagare-request.glnkod","","","",1,1,"","","","string {[]} {[]}
","glnkod","glnkod","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.glnkod",1,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation","skapavardtagare-request.Behorighetsinformation","","","",1,1,"","","","BackboneElement {[]} {[]}
","Behorighetsinformation","Behorighetsinformation","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.id","skapavardtagare-request.Behorighetsinformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.extension","skapavardtagare-request.Behorighetsinformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.modifierExtension","skapavardtagare-request.Behorighetsinformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.fornamn","skapavardtagare-request.Behorighetsinformation.fornamn","","","",1,1,"","","","string {[]} {[]}
","fornamn","fornamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.fornamn",1,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.efternamn","skapavardtagare-request.Behorighetsinformation.efternamn","","","",1,1,"","","","string {[]} {[]}
","efternamn","efternamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.efternamn",1,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.forskrivarkod","skapavardtagare-request.Behorighetsinformation.forskrivarkod","","","",0,1,"","","","string {[]} {[]}
","forskrivarkod","forskrivarkod","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.forskrivarkod",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.yrkeskod","skapavardtagare-request.Behorighetsinformation.yrkeskod","","","",0,1,"","","","code {[]} {[]}
","yrkeskod","yrkeskod","","","","","","","","","",,"required","","https://fhir.inera.se/ig/druglogistics-dosedispensing/ValueSet/dosedispensing-yrkeskod-vs","",,,,"skapavardtagare-request.Behorighetsinformation.yrkeskod",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.arbetsplatskod","skapavardtagare-request.Behorighetsinformation.arbetsplatskod","","","",1,1,"","","","string {[]} {[]}
","arbetsplatskod","arbetsplatskod","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.arbetsplatskod",1,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.hsaid","skapavardtagare-request.Behorighetsinformation.hsaid","","","",0,1,"","","","string {[]} {[]}
","hsaid","hsaid","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.hsaid",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.personnummer","skapavardtagare-request.Behorighetsinformation.personnummer","","","",0,1,"","","","string {[]} {[]}
","personnummer","personnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.personnummer",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.Behorighetsinformation.organisationsnummer","skapavardtagare-request.Behorighetsinformation.organisationsnummer","","","",0,1,"","","","string {[]} {[]}
","organisationsnummer","organisationsnummer","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.Behorighetsinformation.organisationsnummer",0,1,"",""
"skapavardtagare-request","skapavardtagare-request.forskrivaresamtyckefornamn","skapavardtagare-request.forskrivaresamtyckefornamn","","","",1,1,"","","","string {[]} {[]}
","forskrivaresamtyckefornamn","forskrivaresamtyckefornamn","","","","","","","","","",,,,,"",,,,"skapavardtagare-request.forskrivaresamtyckefornamn",1,1,"",""
