"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"sendmessagetocare-request.paminnelseMeddelandeId","sendmessagetocare-request.paminnelseMeddelandeId","","","",0,1,"","","","string {[]} {[]}
","ID på meddelande detta är en påminnelse om (endast vid ämne Påminnelse)","ID på meddelande detta är en påminnelse om (endast vid ämne Påminnelse)","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.paminnelseMeddelandeId",0,1,"",""
"sendmessagetocare-request.svarPa","sendmessagetocare-request.svarPa","","","",0,1,"","","","BackboneElement {[]} {[]}
","Referens till fråga från vården om detta är ett svar","Referens till fråga från vården om detta är ett svar","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.svarPa",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"sendmessagetocare-request.svarPa.id","sendmessagetocare-request.svarPa.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"sendmessagetocare-request.svarPa.extension","sendmessagetocare-request.svarPa.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.svarPa.modifierExtension","sendmessagetocare-request.svarPa.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.svarPa.meddelandeId","sendmessagetocare-request.svarPa.meddelandeId","","","",1,1,"","","","string {[]} {[]}
","ID på ursprungsfrågan","ID på ursprungsfrågan","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.svarPa.meddelandeId",1,1,"",""
"sendmessagetocare-request.svarPa.referensId","sendmessagetocare-request.svarPa.referensId","","","",0,1,"","","","string {[]} {[]}
","Referens-ID","Referens-ID","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.svarPa.referensId",0,1,"",""
"sendmessagetocare-request.skickatAv","sendmessagetocare-request.skickatAv","","","",1,1,"","","","BackboneElement {[]} {[]}
","Information om avsändande part","Information om avsändande part","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.skickatAv",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"sendmessagetocare-request.skickatAv.id","sendmessagetocare-request.skickatAv.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"sendmessagetocare-request.skickatAv.extension","sendmessagetocare-request.skickatAv.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.skickatAv.modifierExtension","sendmessagetocare-request.skickatAv.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.skickatAv.part","sendmessagetocare-request.skickatAv.part","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Part som skickar meddelandet","Part som skickar meddelandet","","","","","","","","","",,"required","","https://fhir.inera.se/ig/clinicalprocess-healthcond-certificate/ValueSet/part-vs","",,,,"sendmessagetocare-request.skickatAv.part",1,1,"",""
"sendmessagetocare-request.skickatAv.kontaktInfo","sendmessagetocare-request.skickatAv.kontaktInfo","","","",0,*,"","","","string {[]} {[]}
","Kontaktinformation (rader)","Kontaktinformation (rader)","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.skickatAv.kontaktInfo",0,*,"",""
"sendmessagetocare-request.komplettering","sendmessagetocare-request.komplettering","","","",0,*,"","","","BackboneElement {[]} {[]}
","Kompletteringsbegäran per fråga (endast vid ämne Komplettering)","Kompletteringsbegäran per fråga (endast vid ämne Komplettering)","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.komplettering",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"sendmessagetocare-request.komplettering.id","sendmessagetocare-request.komplettering.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"sendmessagetocare-request.komplettering.extension","sendmessagetocare-request.komplettering.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.komplettering.modifierExtension","sendmessagetocare-request.komplettering.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"sendmessagetocare-request.komplettering.frageId","sendmessagetocare-request.komplettering.frageId","","","",1,1,"","","","string {[]} {[]}
","Identitet på frågan som ska kompletteras","Identitet på frågan som ska kompletteras","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.komplettering.frageId",1,1,"",""
"sendmessagetocare-request.komplettering.instans","sendmessagetocare-request.komplettering.instans","","","",0,1,"","","","integer {[]} {[]}
","Instansnummer för fråga med flera instanser (lägsta värde 1)","Instansnummer för fråga med flera instanser (lägsta värde 1)","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.komplettering.instans",0,1,"",""
"sendmessagetocare-request.komplettering.text","sendmessagetocare-request.komplettering.text","","","",1,1,"","","","string {[]} {[]}
","Kompletteringsmeddelande för specifik fråga","Kompletteringsmeddelande för specifik fråga","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.komplettering.text",1,1,"",""
"sendmessagetocare-request.sistaDatumForSvar","sendmessagetocare-request.sistaDatumForSvar","","","",0,1,"","","","date {[]} {[]}
","Datum då intygsmottagaren senast vill ha svar (endast vid fråga)","Datum då intygsmottagaren senast vill ha svar (endast vid fråga)","","","","","","","","","",,,,,"",,,,"sendmessagetocare-request.sistaDatumForSvar",0,1,"",""
