"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getemployeeincludingprotectedperson.personInformation.telephoneNumber","getemployeeincludingprotectedperson.personInformation.telephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Publikt direkttelefonnummer","Publikt direkttelefonnummer. Ref. direkttelefon (telephoneNumber) [R5].
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneNumber",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.switchboardNumber","getemployeeincludingprotectedperson.personInformation.switchboardNumber","","","",0,1,"","","","string {[]} {[]}
","Telefonnummer till växel","Telefonnummer till växel. Ref. växeltelefon (hsaSwitchboardNumber) [R5].
Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.switchboardNumber",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.nonPublicTelephoneNumber","getemployeeincludingprotectedperson.personInformation.nonPublicTelephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Tjänstetelefonnummer","Tjänstetelefonnummer. Ref. tjänstetelefon (hsaTelephoneNumber) [R5].
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.nonPublicTelephoneNumber",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.mobileNumber","getemployeeincludingprotectedperson.personInformation.mobileNumber","","","",0,*,"","","","string {[]} {[]}
","Mobiltelefonnummer","Mobiltelefonnummer. Ref. mobiltelefon (mobile) [R5]. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.mobileNumber",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.facsimileTelephoneNumber","getemployeeincludingprotectedperson.personInformation.facsimileTelephoneNumber","","","",0,*,"","","","string {[]} {[]}
","Faxnummer","Faxnummer. Ref. fax (facsimileTelephoneNumber) [R5]. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.facsimileTelephoneNumber",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour","getemployeeincludingprotectedperson.personInformation.telephoneHour","","","",0,*,"","","","BackboneElement {[]} {[]}
","Telefontider","Telefontider för publik telefon (telephoneNumber).
Ref. telefontid (telephoneHours) [R5]. Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getemployeeincludingprotectedperson.personInformation.telephoneHour.id","getemployeeincludingprotectedperson.personInformation.telephoneHour.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.extension","getemployeeincludingprotectedperson.personInformation.telephoneHour.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.telephoneHour.modifierExtension","getemployeeincludingprotectedperson.personInformation.telephoneHour.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDay","getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDay","","","",1,1,"","","","string {[]} {[]}
","Från dag (1=Måndag, 7=Söndag)","Från dag (1=Måndag, 7=Söndag)","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDay",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromTime","getemployeeincludingprotectedperson.personInformation.telephoneHour.fromTime","","","",1,1,"","","","string {[]} {[]}
","Från tid (ISO-8601)","Från tid (ISO-8601)","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromTime",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.toDay","getemployeeincludingprotectedperson.personInformation.telephoneHour.toDay","","","",1,1,"","","","string {[]} {[]}
","Till dag (1=Måndag, 7=Söndag)","Till dag (1=Måndag, 7=Söndag)","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.toDay",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.toTime","getemployeeincludingprotectedperson.personInformation.telephoneHour.toTime","","","",1,1,"","","","string {[]} {[]}
","Till tid (ISO-8601)","Till tid (ISO-8601)","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.toTime",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.comment","getemployeeincludingprotectedperson.personInformation.telephoneHour.comment","","","",0,1,"","","","string {[]} {[]}
","Information om aktuellt tidsintervall","Information om aktuellt tidsintervall","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.comment",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDate","getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDate","","","",0,1,"","","","string {[]} {[]}
","Gäller från och med detta datum","Gäller från och med detta datum","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.fromDate",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.telephoneHour.toDate","getemployeeincludingprotectedperson.personInformation.telephoneHour.toDate","","","",0,1,"","","","string {[]} {[]}
","Gäller till och med detta datum","Gäller till och med detta datum","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.telephoneHour.toDate",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.postalAddress","getemployeeincludingprotectedperson.personInformation.postalAddress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Postadress (ostrukturerat format)","Postadress i ostrukturerat format. Ref. postadress (postalAddress) [R5].
Kommer på sikt att ersättas av structuredPostalAddress.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.postalAddress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getemployeeincludingprotectedperson.personInformation.postalAddress.id","getemployeeincludingprotectedperson.personInformation.postalAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.postalAddress.extension","getemployeeincludingprotectedperson.personInformation.postalAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.postalAddress.modifierExtension","getemployeeincludingprotectedperson.personInformation.postalAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.postalAddress.addressLine","getemployeeincludingprotectedperson.personInformation.postalAddress.addressLine","","","",1,*,"","","","string {[]} {[]}
","Adressrad","Adressrad","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.postalAddress.addressLine",1,*,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress","","","",0,1,"","","","BackboneElement {[]} {[]}
","Postadress (strukturerat format)","Vårdenhetens postadress i strukturerat format.
Ref. Strukturerad postadress (hsaPostalAddress) [R5].
Kommer på sikt att ersätta postalAddress.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.id","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.extension","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.modifierExtension","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.addressee","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.addressee","","","",1,*,"","","","string {[]} {[]}
","Adressat","Adressat","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.addressee",1,*,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.street","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.street","","","",0,1,"","","","string {[]} {[]}
","Gata","Gata","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.street",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesNumber","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesNumber","","","",0,1,"","","","string {[]} {[]}
","Adressplatsnummer","Adressplatsnummer","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesNumber",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesLetter","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesLetter","","","",0,1,"","","","string {[]} {[]}
","Adressplatslittera","Adressplatslittera","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.premisesLetter",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.postCode","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.postCode","","","",1,1,"","","","string {[]} {[]}
","Postnummer","Postnummer","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.postCode",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.town","getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.town","","","",1,1,"","","","string {[]} {[]}
","Postort","Postort","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.structuredPostalAddress.town",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.description","getemployeeincludingprotectedperson.personInformation.description","","","",0,1,"","","","string {[]} {[]}
","Generell beskrivning","Generell beskrivning. Ref. beskrivning (description) [R5]. Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.description",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.title","getemployeeincludingprotectedperson.personInformation.title","","","",0,1,"","","","string {[]} {[]}
","Titel i fritext","Titel i fritext. Ref. titel (title) [R5]. Kardinalitet: Valfri.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.title",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicence","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicence","","","",0,*,"","","","string {[]} {[]}
","Legitimerad yrkesgrupp","Legitimerad yrkesgrupp. Ref. legitimerad yrkesgrupp (hsaTitle) [R5].
Kardinalitet: Valfri, lista.","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicence",0,*,"",""
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality","","","",0,*,"","","","BackboneElement {[]} {[]}
","Legitimerad yrkesgrupp och specialitet","Legitimerad yrkesgrupp och specialitet för läkare och tandläkare.
Ref. leg.yrkesgrupp och specialitet (hsaSosTitleCodeSpeciality) [R5].","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.id","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.extension","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.modifierExtension","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.healthCareProfessionalLicence","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.healthCareProfessionalLicence","","","",1,1,"","","","string {[]} {[]}
","Kod för legitimerad yrkesgrupp","Kod för legitimerad yrkesgrupp","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.healthCareProfessionalLicence",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityCode","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityCode","","","",1,1,"","","","string {[]} {[]}
","Kod för specialistutbildning","Kod för specialistutbildning","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityCode",1,1,"",""
"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityName","getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityName","","","",1,1,"","","","string {[]} {[]}
","Klartext för specialistutbildning","Klartext för specialistutbildning","","","","","","","","","",,,,,"",,,,"getemployeeincludingprotectedperson.personInformation.healthCareProfessionalLicenceSpeciality.specialityName",1,1,"",""
