"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.giltighetsTidSlut","getdiagnosinformation.diagnosInformation.giltighetsTidSlut","","","",0,1,"","","","date {[]} {[]}
","Giltighetstid — sluttid","Om sluttid ej anges är diagnosinformationen aktiv.
Diagnosinformation som inte är aktiv skall innehålla ett slutdatum som ligger tidigare
än aktuellt datum, eller ett startdatum som ligger senare än aktuellt datum.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.giltighetsTidSlut",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.version","getdiagnosinformation.diagnosInformation.version","","","",1,1,"","","","integer {[]} {[]}
","Versionsnummer för diagnosinformationen","Versionen räknas upp när diagnosinformationen förändrats i sin innebörd eller ändrar giltighetstid.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.version",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.rubrik","getdiagnosinformation.diagnosInformation.rubrik","","","",1,1,"","","","string {[]} {[]}
","Rubrik för diagnosinformationen","Rubrik för diagnosinformationen","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.rubrik",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransningBeskrivning","getdiagnosinformation.diagnosInformation.aktivitetsbegransningBeskrivning","","","",0,1,"","","","string {[]} {[]}
","Beskrivning av aktivitetsbegränsningar","En beskrivande text för aktivitetsbegränsningar förknippade med diagnosen.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.aktivitetsbegransningBeskrivning",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattningsBeskrivning","getdiagnosinformation.diagnosInformation.funktionsnedsattningsBeskrivning","","","",0,1,"","","","string {[]} {[]}
","Beskrivning av funktionsnedsättningar","En beskrivande text för funktionsnedsättningar förknippade med diagnosen.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.funktionsnedsattningsBeskrivning",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.senastAndrad","getdiagnosinformation.diagnosInformation.senastAndrad","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt när diagnosinformationen senast ändrades","Tidpunkt när diagnosinformationen senast ändrades","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.senastAndrad",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.huvuddiagnos","getdiagnosinformation.diagnosInformation.huvuddiagnos","","","",1,*,"","","","BackboneElement {[]} {[]}
","Huvuddiagnos","Huvuddiagnos","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.huvuddiagnos",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.huvuddiagnos.id","getdiagnosinformation.diagnosInformation.huvuddiagnos.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.huvuddiagnos.extension","getdiagnosinformation.diagnosInformation.huvuddiagnos.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.huvuddiagnos.modifierExtension","getdiagnosinformation.diagnosInformation.huvuddiagnos.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.huvuddiagnos.varde","getdiagnosinformation.diagnosInformation.huvuddiagnos.varde","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Diagnos angiven med ICD-10-SE-kod","Diagnos angiven med ICD-10-SE-kod","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.huvuddiagnos.varde",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransning","getdiagnosinformation.diagnosInformation.aktivitetsbegransning","","","",0,*,"","","","BackboneElement {[]} {[]}
","Aktivitetsbegränsning","Innehåller information om en eller flera aktivitetsbegränsningar som vanligt förekommer
för den eller de diagnoser som diagnosgruppen omfattar.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.aktivitetsbegransning",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.id","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.extension","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.modifierExtension","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.kod","getdiagnosinformation.diagnosInformation.aktivitetsbegransning.kod","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Kod som anger aktivitetsbegränsning","Kod som anger aktivitetsbegränsning","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.aktivitetsbegransning.kod",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattning","getdiagnosinformation.diagnosInformation.funktionsnedsattning","","","",0,*,"","","","BackboneElement {[]} {[]}
","Funktionsnedsättning","Innehåller information om en eller flera funktionsnedsättningar som vanligt förekommer
för den eller de diagnoser som diagnosgruppen omfattar.","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.funktionsnedsattning",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattning.id","getdiagnosinformation.diagnosInformation.funktionsnedsattning.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattning.extension","getdiagnosinformation.diagnosInformation.funktionsnedsattning.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattning.modifierExtension","getdiagnosinformation.diagnosInformation.funktionsnedsattning.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.funktionsnedsattning.kod","getdiagnosinformation.diagnosInformation.funktionsnedsattning.kod","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Kod som anger funktionsnedsättning","Kod som anger funktionsnedsättning","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.funktionsnedsattning.kod",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Övrig FMB-information","Övrig FMB-information","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.ovrigFmbInformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.id","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.extension","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.modifierExtension","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.symtomPrognosBehandling","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.symtomPrognosBehandling","","","",0,1,"","","","string {[]} {[]}
","Allmän information om symtom, prognos och behandling","Allmän information om symtom, prognos och behandling","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.ovrigFmbInformation.symtomPrognosBehandling",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.generellInformation","getdiagnosinformation.diagnosInformation.ovrigFmbInformation.generellInformation","","","",0,1,"","","","string {[]} {[]}
","Information av betydelse för bedömning av sjukskrivningsbehov","Information av betydelse för bedömning av sjukskrivningsbehov","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.diagnosInformation.ovrigFmbInformation.generellInformation",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.fmbVersion","getdiagnosinformation.fmbVersion","","","",1,1,"","","","BackboneElement {[]} {[]}
","Versionsinformation för hela FMB","Versionsinformation för hela FMB","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.fmbVersion",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getdiagnosinformation","getdiagnosinformation.fmbVersion.id","getdiagnosinformation.fmbVersion.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getdiagnosinformation","getdiagnosinformation.fmbVersion.extension","getdiagnosinformation.fmbVersion.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.fmbVersion.modifierExtension","getdiagnosinformation.fmbVersion.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getdiagnosinformation","getdiagnosinformation.fmbVersion.senasteVersionsuppdatering","getdiagnosinformation.fmbVersion.senasteVersionsuppdatering","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt för senaste versionsuppdatering bland all diagnosinformation","Tidpunkt för senaste versionsuppdatering bland all diagnosinformation","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.fmbVersion.senasteVersionsuppdatering",1,1,"",""
"getdiagnosinformation","getdiagnosinformation.fmbVersion.senasteAndring","getdiagnosinformation.fmbVersion.senasteAndring","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt för senaste ändring bland all diagnosinformation","Tidpunkt för senaste ändring bland all diagnosinformation","","","","","","","","","",,,,,"",,,,"getdiagnosinformation.fmbVersion.senasteAndring",1,1,"",""
"getfmb-request","getfmb-request","getfmb-request","","","",0,*,"","","","null {[]} {[]}
","GetFmb — Request","Logisk modell för requestparametrar i GetFmb.
(RIV-TA urn:riv:processmanagement:decisionsupport:insurancemedicinedecisionsupport:GetFmb:1).
Anges inga parametrar returneras samtliga aktiva underlag.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getfmb-request","getfmb-request.underlagsId","getfmb-request.underlagsId","","","",0,*,"","","","Identifier {[]} {[]}
","Identifierare för ett specifikt beslutsunderlag","Anger om endast ett eller ett antal underlag skall hämtas och i så fall vilka.
Anges inget underlagsId returneras alla underlag.","","","","","","","","","",,,,,"",,,,"getfmb-request.underlagsId",0,*,"",""
"getfmb-request","getfmb-request.diagnosKod","getfmb-request.diagnosKod","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Diagnoskod för filtrering av beslutsunderlag","Anger om beslutsunderlag endast skall hämtas för en eller ett antal diagnoskoder.
Anges med ICD-10-SE kodverket.
Anges ingen diagnoskod returneras alla underlag.","","","","","","","","","",,,,,"",,,,"getfmb-request.diagnosKod",0,*,"",""
"getfmb-request","getfmb-request.avenEjAktiva","getfmb-request.avenEjAktiva","","","",0,1,"","","","boolean {[]} {[]}
","Anger om även inaktiva beslutsunderlag skall hämtas","Anger om även ej aktiva beslutsunderlag skall hämtas.
Anges ej attributet hämtas endast aktiva.","","","","","","","","","",,,,,"",,,,"getfmb-request.avenEjAktiva",0,1,"",""
