"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getunit.unit.businessClassification.modifierExtension","getunit.unit.businessClassification.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.businessClassification.businessClassificationName","getunit.unit.businessClassification.businessClassificationName","","","",1,1,"","","","string {[]} {[]}
","Verksamhetskod(-er) i klartext. Ref. businessClassificationName [R5].","Verksamhetskod(-er) i klartext. Ref. businessClassificationName [R5].","","","","","","","","","",,,,,"",,,,"getunit.unit.businessClassification.businessClassificationName",1,1,"",""
"getunit.unit.businessClassification.businessClassificationCode","getunit.unit.businessClassification.businessClassificationCode","","","",1,1,"","","","string {[]} {[]}
","Verksamhetskod(-er) kod. Ref. businessClassificationCode [R5].","Verksamhetskod(-er) kod. Ref. businessClassificationCode [R5].","","","","","","","","","",,,,,"",,,,"getunit.unit.businessClassification.businessClassificationCode",1,1,"",""
"getunit.unit.businessType","getunit.unit.businessType","","","",0,*,"","","","string {[]} {[]}
","Klassificering av enhet (t.ex. sjukhus). Ref. enhetstyp (hsaBusinessType) [R5]. Profilattribut: *e.","Klassificering av enhet (t.ex. sjukhus). Ref. enhetstyp (hsaBusinessType) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.businessType",0,*,"",""
"getunit.unit.careType","getunit.unit.careType","","","",0,*,"","","","string {[]} {[]}
","Vårdform. Ref. vård- och omsorgsform (careType) [R5]. Profilattribut: *e.","Vårdform. Ref. vård- och omsorgsform (careType) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.careType",0,*,"",""
"getunit.unit.description","getunit.unit.description","","","",0,1,"","","","string {[]} {[]}
","Allmän beskrivning för enheten. Ref. beskrivning (description) [R5]. Profilattribut: *e.","Allmän beskrivning för enheten. Ref. beskrivning (description) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.description",0,1,"",""
"getunit.unit.management","getunit.unit.management","","","",0,*,"","","","string {[]} {[]}
","Ägarform i klartext. Ref. ägarform (management) [R5]. Profilattribut: *e.","Ägarform i klartext. Ref. ägarform (management) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.management",0,*,"",""
"getunit.unit.patientInformation","getunit.unit.patientInformation","","","",0,1,"","","","string {[]} {[]}
","Informationstext till patienter. Ref. [R5]. Profilattribut: *e.","Informationstext till patienter. Ref. [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.patientInformation",0,1,"",""
"getunit.unit.relatedUnitHsaId","getunit.unit.relatedUnitHsaId","","","",0,*,"","","","string {[]} {[]}
","HSA-identitet på en relaterad enhet. Ref. hsaIdentity [R5]. Profilattribut: *e.","HSA-identitet på en relaterad enhet. Ref. hsaIdentity [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.relatedUnitHsaId",0,*,"",""
"getunit.unit.route","getunit.unit.route","","","",0,1,"","","","string {[]} {[]}
","Vägbeskrivning. Ref. färdväg (route) [R5]. Profilattribut: *e.","Vägbeskrivning. Ref. färdväg (route) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.route",0,1,"",""
"getunit.unit.indoorRouteDescription","getunit.unit.indoorRouteDescription","","","",0,1,"","","","string {[]} {[]}
","Vägbeskrivning inomhus. Ref. inre vägbeskrivning (indoorRouteDescription) [R5]. Profilattribut: *e.","Vägbeskrivning inomhus. Ref. inre vägbeskrivning (indoorRouteDescription) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.indoorRouteDescription",0,1,"",""
"getunit.unit.schoolType","getunit.unit.schoolType","","","",0,*,"","","","string {[]} {[]}
","Kod för typ av skolform. Ref. skolform (hsaSchoolType) [R5]. Profilattribut: *e.","Kod för typ av skolform. Ref. skolform (hsaSchoolType) [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.schoolType",0,*,"",""
"getunit.unit.destinationIndicator","getunit.unit.destinationIndicator","","","",0,*,"","","","string {[]} {[]}
","Anger vilka parter som får ta del av enhetens information. Ref. hsaDestinationIndicator [R5]. Profilattribut: *e.","Anger vilka parter som får ta del av enhetens information. Ref. hsaDestinationIndicator [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.destinationIndicator",0,*,"",""
"getunit.unit.visitingRules","getunit.unit.visitingRules","","","",0,1,"","","","string {[]} {[]}
","Besöksregler. Ref. hsaVisitingRules [R5]. Profilattribut: *e.","Besöksregler. Ref. hsaVisitingRules [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingRules",0,1,"",""
"getunit.unit.unitExtraInformation","getunit.unit.unitExtraInformation","","","",0,1,"","","","string {[]} {[]}
","Kompletterande information om enheten. Ref. hsaVpwInformation1 [R5]. Profilattribut: *e.","Kompletterande information om enheten. Ref. hsaVpwInformation1 [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.unitExtraInformation",0,1,"",""
"getunit.unit.geographicalCoordinatesRt90","getunit.unit.geographicalCoordinatesRt90","","","",0,1,"","","","BackboneElement {[]} {[]}
","Geografiska koordinater RT90. Ref. geographicalCoordinates [R5]. Profilattribut: *e.","Geografiska koordinater RT90. Ref. geographicalCoordinates [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.geographicalCoordinatesRt90",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.geographicalCoordinatesRt90.id","getunit.unit.geographicalCoordinatesRt90.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.geographicalCoordinatesRt90.extension","getunit.unit.geographicalCoordinatesRt90.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.geographicalCoordinatesRt90.modifierExtension","getunit.unit.geographicalCoordinatesRt90.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.geographicalCoordinatesRt90.xCoordinate","getunit.unit.geographicalCoordinatesRt90.xCoordinate","","","",1,1,"","","","string {[]} {[]}
","X-koordinat.","X-koordinat.","","","","","","","","","",,,,,"",,,,"getunit.unit.geographicalCoordinatesRt90.xCoordinate",1,1,"",""
"getunit.unit.geographicalCoordinatesRt90.yCoordinate","getunit.unit.geographicalCoordinatesRt90.yCoordinate","","","",1,1,"","","","string {[]} {[]}
","Y-koordinat.","Y-koordinat.","","","","","","","","","",,,,,"",,,,"getunit.unit.geographicalCoordinatesRt90.yCoordinate",1,1,"",""
"getunit.unit.geographicalCoordinatesSWEREF99Latitude","getunit.unit.geographicalCoordinatesSWEREF99Latitude","","","",0,1,"","","","string {[]} {[]}
","X-koordinat (N) SWEREF99. Ref. hsaSweref99Latitude [R5]. Profilattribut: *e.","X-koordinat (N) SWEREF99. Ref. hsaSweref99Latitude [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.geographicalCoordinatesSWEREF99Latitude",0,1,"",""
"getunit.unit.geographicalCoordinatesSWEREF99Longitude","getunit.unit.geographicalCoordinatesSWEREF99Longitude","","","",0,1,"","","","string {[]} {[]}
","Y-koordinat (E) SWEREF99. Ref. hsaSweref99Longitude [R5]. Profilattribut: *e.","Y-koordinat (E) SWEREF99. Ref. hsaSweref99Longitude [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.geographicalCoordinatesSWEREF99Longitude",0,1,"",""
"getunit.unit.dropInHour","getunit.unit.dropInHour","","","",0,*,"","","","BackboneElement {[]} {[]}
","Tider för dropin-besök (utan tidbokning). Ref. dropInHours [R5]. Profilattribut: *e.","Tider för dropin-besök (utan tidbokning). Ref. dropInHours [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.dropInHour.id","getunit.unit.dropInHour.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.dropInHour.extension","getunit.unit.dropInHour.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.dropInHour.modifierExtension","getunit.unit.dropInHour.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.dropInHour.fromDay","getunit.unit.dropInHour.fromDay","","","",1,1,"","","","string {[]} {[]}
","Från dag. Måndag (1) – Söndag (7).","Från dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.fromDay",1,1,"",""
"getunit.unit.dropInHour.fromTime","getunit.unit.dropInHour.fromTime","","","",1,1,"","","","string {[]} {[]}
","Från tid. Format: HH:MM (ISO-8601).","Från tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.fromTime",1,1,"",""
"getunit.unit.dropInHour.toDay","getunit.unit.dropInHour.toDay","","","",1,1,"","","","string {[]} {[]}
","Till dag. Måndag (1) – Söndag (7).","Till dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.toDay",1,1,"",""
"getunit.unit.dropInHour.toTime","getunit.unit.dropInHour.toTime","","","",1,1,"","","","string {[]} {[]}
","Till tid. Format: HH:MM (ISO-8601).","Till tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.toTime",1,1,"",""
"getunit.unit.dropInHour.comment","getunit.unit.dropInHour.comment","","","",0,1,"","","","string {[]} {[]}
","Information om aktuellt tidsintervall.","Information om aktuellt tidsintervall.","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.comment",0,1,"",""
"getunit.unit.dropInHour.fromDate","getunit.unit.dropInHour.fromDate","","","",0,1,"","","","string {[]} {[]}
","Gäller från och med detta datum.","Gäller från och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.fromDate",0,1,"",""
"getunit.unit.dropInHour.toDate","getunit.unit.dropInHour.toDate","","","",0,1,"","","","string {[]} {[]}
","Gäller till och med detta datum.","Gäller till och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.dropInHour.toDate",0,1,"",""
"getunit.unit.surgeryHour","getunit.unit.surgeryHour","","","",0,*,"","","","BackboneElement {[]} {[]}
","Öppettider. Ref. surgeryHours [R5]. Profilattribut: *e.","Öppettider. Ref. surgeryHours [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.surgeryHour.id","getunit.unit.surgeryHour.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.surgeryHour.extension","getunit.unit.surgeryHour.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.surgeryHour.modifierExtension","getunit.unit.surgeryHour.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.surgeryHour.fromDay","getunit.unit.surgeryHour.fromDay","","","",1,1,"","","","string {[]} {[]}
","Från dag. Måndag (1) – Söndag (7).","Från dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.fromDay",1,1,"",""
"getunit.unit.surgeryHour.fromTime","getunit.unit.surgeryHour.fromTime","","","",1,1,"","","","string {[]} {[]}
","Från tid. Format: HH:MM (ISO-8601).","Från tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.fromTime",1,1,"",""
"getunit.unit.surgeryHour.toDay","getunit.unit.surgeryHour.toDay","","","",1,1,"","","","string {[]} {[]}
","Till dag. Måndag (1) – Söndag (7).","Till dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.toDay",1,1,"",""
"getunit.unit.surgeryHour.toTime","getunit.unit.surgeryHour.toTime","","","",1,1,"","","","string {[]} {[]}
","Till tid. Format: HH:MM (ISO-8601).","Till tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.toTime",1,1,"",""
"getunit.unit.surgeryHour.comment","getunit.unit.surgeryHour.comment","","","",0,1,"","","","string {[]} {[]}
","Information om aktuellt tidsintervall.","Information om aktuellt tidsintervall.","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.comment",0,1,"",""
"getunit.unit.surgeryHour.fromDate","getunit.unit.surgeryHour.fromDate","","","",0,1,"","","","string {[]} {[]}
","Gäller från och med detta datum.","Gäller från och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.fromDate",0,1,"",""
"getunit.unit.surgeryHour.toDate","getunit.unit.surgeryHour.toDate","","","",0,1,"","","","string {[]} {[]}
","Gäller till och med detta datum.","Gäller till och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.surgeryHour.toDate",0,1,"",""
"getunit.unit.visitingHour","getunit.unit.visitingHour","","","",0,*,"","","","BackboneElement {[]} {[]}
","Besökstider för anhöriga. Ref. visitingHours [R5]. Profilattribut: *e.","Besökstider för anhöriga. Ref. visitingHours [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.visitingHour.id","getunit.unit.visitingHour.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.visitingHour.extension","getunit.unit.visitingHour.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.visitingHour.modifierExtension","getunit.unit.visitingHour.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"getunit.unit.visitingHour.fromDay","getunit.unit.visitingHour.fromDay","","","",1,1,"","","","string {[]} {[]}
","Från dag. Måndag (1) – Söndag (7).","Från dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.fromDay",1,1,"",""
"getunit.unit.visitingHour.fromTime","getunit.unit.visitingHour.fromTime","","","",1,1,"","","","string {[]} {[]}
","Från tid. Format: HH:MM (ISO-8601).","Från tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.fromTime",1,1,"",""
"getunit.unit.visitingHour.toDay","getunit.unit.visitingHour.toDay","","","",1,1,"","","","string {[]} {[]}
","Till dag. Måndag (1) – Söndag (7).","Till dag. Måndag (1) – Söndag (7).","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.toDay",1,1,"",""
"getunit.unit.visitingHour.toTime","getunit.unit.visitingHour.toTime","","","",1,1,"","","","string {[]} {[]}
","Till tid. Format: HH:MM (ISO-8601).","Till tid. Format: HH:MM (ISO-8601).","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.toTime",1,1,"",""
"getunit.unit.visitingHour.comment","getunit.unit.visitingHour.comment","","","",0,1,"","","","string {[]} {[]}
","Information om aktuellt tidsintervall.","Information om aktuellt tidsintervall.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.comment",0,1,"",""
"getunit.unit.visitingHour.fromDate","getunit.unit.visitingHour.fromDate","","","",0,1,"","","","string {[]} {[]}
","Gäller från och med detta datum.","Gäller från och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.fromDate",0,1,"",""
"getunit.unit.visitingHour.toDate","getunit.unit.visitingHour.toDate","","","",0,1,"","","","string {[]} {[]}
","Gäller till och med detta datum.","Gäller till och med detta datum.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingHour.toDate",0,1,"",""
"getunit.unit.visitingRuleAge","getunit.unit.visitingRuleAge","","","",0,*,"","","","BackboneElement {[]} {[]}
","Åldersintervall på patienter som tas emot. Ref. hsaVisitingRuleAge [R5]. Profilattribut: *e.","Åldersintervall på patienter som tas emot. Ref. hsaVisitingRuleAge [R5]. Profilattribut: *e.","","","","","","","","","",,,,,"",,,,"getunit.unit.visitingRuleAge",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"getunit.unit.visitingRuleAge.id","getunit.unit.visitingRuleAge.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"getunit.unit.visitingRuleAge.extension","getunit.unit.visitingRuleAge.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
